148	160
29	47
53	115
91	161
54	119
62	73
44	95
75	84
41	120
88	143
124	147
52	60
82	103
23	92
45	145
37	187
2	62
53	125
35	138
160	175
130	155
91	198
74	136
62	112
77	119
16	46
7	16
8	137
143	147
187	188
58	105
8	117
51	118
118	158
72	138
57	151
126	180
62	97
20	135
67	173
69	117
105	152
43	189
41	101
23	180
68	114
116	123
22	157
5	171
136	165
53	119
97	131
88	163
125	130
21	98
157	197
41	86
90	151
71	134
65	130
4	186
162	184
50	192
28	153
45	49
110	141
62	125
59	94
111	117
23	71
177	178
71	116
35	141
186	193
113	157
78	158
16	158
40	75
45	155
29	108
75	115
33	190
6	41
32	98
78	141
29	67
139	191
81	102
77	81
101	178
163	184
112	189
60	173
72	115
13	91
2	153
34	180
134	178
115	182
69	148
38	90
116	160
162	173
54	94
62	128
22	189
74	159
75	90
60	193
117	150
32	72
43	70
14	102
0	126
145	152
105	113
48	193
77	120
102	146
26	185
19	143
57	72
50	135
16	94
48	194
88	169
128	135
96	126
47	124
124	189
43	53
92	123
174	186
44	155
46	95
57	171
137	184
34	77
79	182
0	158
5	52
11	180
38	186
19	151
26	192
85	164
17	116
23	162
15	62
8	141
136	151
103	112
18	153
170	188
18	199
111	160
29	157
15	36
17	175
136	195
124	186
71	135
51	110
40	174
20	27
63	127
126	167
52	184
18	79
68	123
41	121
180	186
54	93
122	156
98	167
107	134
62	149
62	177
38	93
12	59
76	170
93	180
69	154
97	98
32	76
98	149
6	126
14	16
20	123
96	128
121	155
62	161
6	98
15	111
162	186
29	87
11	88
100	140
53	122
47	189
77	155
77	117
28	149
168	199
40	99
71	122
61	177
131	151
1	83
61	77
41	122
104	158
153	189
56	178
107	175
23	135
102	106
70	103
32	81
10	29
39	66
4	165
74	199
17	130
13	42
12	22
79	89
72	146
57	60
84	178
129	145
70	117
40	181
124	196
7	107
2	133
157	164
107	125
86	158
13	20
101	164
56	167
26	130
1	107
175	180
29	104
172	194
152	155
119	189
20	153
75	171
19	180
14	164
138	196
37	83
56	142
69	110
70	107
106	125
77	123
39	78
17	151
139	155
43	144
108	146
33	154
107	145
131	187
11	81
54	181
90	129
10	175
36	64
104	145
68	140
172	197
43	154
45	144
24	164
115	138
145	188
56	194
22	112
8	159
105	151
17	37
60	67
100	133
33	116
134	183
10	181
69	153
156	175
65	68
12	130
77	93
53	169
15	91
158	164
108	178
171	178
56	193
10	27
83	156
100	146
63	175
36	112
54	136
86	151
89	183
3	120
65	159
