460	548
247	529
515	553
191	561
254	419
177	477
273	562
95	644
175	584
41	420
43	388
24	347
352	660
82	503
223	492
45	245
37	287
102	262
325	553
38	435
75	560
255	630
398	491
336	474
412	462
119	377
216	446
207	416
108	137
247	443
287	488
258	405
208	517
251	418
318	458
38	672
451	657
226	580
262	697
35	220
467	573
169	317
5	452
289	343
601	641
423	580
114	468
616	623
122	657
405	471
36	65
353	419
167	367
531	697
563	688
25	130
398	621
457	597
141	386
90	651
371	534
465	530
204	686
284	662
550	692
128	453
45	649
10	641
125	262
559	694
411	517
571	623
277	478
16	471
341	535
193	286
13	657
378	558
358	516
140	575
545	655
408	529
275	515
90	433
6	41
198	332
141	278
67	529
39	491
502	681
177	681
178	501
84	563
89	612
60	473
215	572
313	491
2	253
134	180
78	534
382	615
148	469
38	90
416	660
73	562
294	654
428	462
289	422
374	459
90	575
293	460
50	617
32	472
243	270
14	102
0	626
45	452
105	413
93	548
277	520
2	446
26	585
419	443
72	657
435	650
194	316
548	694
88	369
128	335
96	626
147	324
524	589
343	653
592	623
386	574
244	255
46	95
257	371
137	484
77	434
179	282
0	558
352	405
180	411
86	138
219	351
26	92
364	585
516	617
462	523
262	515
108	341
251	636
403	412
18	353
188	270
118	599
311	660
357	429
236	415
17	675
36	695
424	586
35	271
210	451
40	174
20	27
227	663
426	467
152	584
279	418
68	523
341	621
386	680
54	93
122	456
467	598
534	607
549	662
77	162
38	93
12	359
370	476
93	180
154	169
97	198
232	676
149	598
126	206
214	516
223	620
128	596
221	655
562	661
6	498
315	411
86	262
129	587
288	511
440	500
453	622
189	247
255	677
617	677
28	449
468	599
340	399
71	322
561	577
151	531
583	601
277	461
422	641
104	658
353	489
78	556
75	507
223	535
2	206
3	270
132	181
129	310
139	166
204	265
74	599
117	330
342	513
22	212
579	589
72	646
457	660
178	484
245	629
417	570
281	440
396	624
207	307
602	633
357	664
25	607
486	658
20	413
464	501
56	667
126	230
407	501
80	175
4	529
94	272
252	655
319	589
20	353
175	671
19	280
64	214
96	138
37	83
42	656
210	569
170	207
125	506
523	577
539	678
117	351
355	639
144	443
246	308
433	654
207	345
87	531
111	181
281	454
90	429
75	110
336	664
45	604
140	168
572	597
43	254
44	145
64	124
115	338
188	645
94	256
12	222
408	459
151	605
117	237
60	567
133	400
33	316
483	534
210	381
153	269
75	656
368	565
12	630
293	677
153	169
515	591
158	264
108	578
78	371
156	293
227	510
283	656
0	546
175	563
136	512
254	636
251	286
189	383
120	403
365	459
431	517
386	636
168	619
166	196
108	163
349	437
85	313
273	479
452	533
118	382
322	683
265	306
120	450
100	135
582	684
369	668
452	580
6	673
442	481
18	388
135	616
145	558
179	501
611	667
381	684
570	617
81	126
65	231
266	489
100	679
245	624
244	471
566	598
453	578
102	645
70	447
282	567
8	107
7	159
306	504
325	666
276	511
415	465
186	279
186	509
133	658
77	303
84	387
104	695
200	245
130	609
58	506
63	457
64	289
286	666
10	446
477	609
411	690
554	613
6	506
61	471
6	276
13	43
194	456
537	625
66	176
146	185
638	694
303	378
193	557
527	676
321	648
90	601
103	463
171	198
5	532
231	683
77	387
366	570
218	391
247	433
314	409
131	482
11	396
46	96
183	280
6	345
512	582
247	261
457	668
289	457
372	593
152	613
267	322
367	542
316	664
396	521
202	356
607	691
51	267
91	390
281	509
278	561
449	538
354	378
159	582
406	431
319	479
245	261
454	599
59	575
108	496
122	233
136	505
340	521
152	642
526	656
245	319
35	592
258	303
457	635
390	539
141	544
199	599
473	480
272	680
23	281
379	523
416	500
349	568
603	699
289	480
22	254
1	156
386	450
397	475
325	387
211	472
119	470
5	260
238	643
117	564
52	62
129	472
38	422
458	588
58	84
58	566
246	446
332	629
31	222
497	558
538	640
434	671
48	288
102	272
352	598
50	371
607	673
263	393
75	196
609	630
175	222
592	699
214	487
77	235
166	405
329	465
77	139
483	650
27	613
641	685
424	452
146	415
567	644
55	292
224	601
136	543
45	592
361	521
40	504
404	502
504	536
43	461
527	547
363	526
42	409
10	532
189	676
198	361
473	529
590	683
171	393
81	121
187	410
251	630
126	301
69	130
14	253
334	430
303	524
410	589
291	661
5	669
30	364
289	375
79	312
242	627
665	689
506	678
459	547
140	643
522	639
281	378
308	654
461	636
16	499
600	653
84	480
243	451
12	101
114	130
263	659
326	332
131	456
2	424
192	438
72	590
358	517
412	686
61	261
310	390
77	510
33	255
222	533
234	467
193	497
496	544
388	671
177	313
230	569
411	677
42	670
217	388
492	620
458	637
63	586
9	414
46	568
309	580
86	417
70	304
16	644
632	646
404	668
269	646
143	396
131	457
357	689
177	659
303	594
219	253
196	234
244	574
58	604
166	667
31	83
203	665
360	491
436	455
502	656
396	446
149	570
192	352
184	561
58	329
14	446
176	659
150	536
257	442
325	690
352	500
112	328
313	615
21	208
292	647
201	651
92	683
123	307
1	220
147	483
206	443
250	571
105	580
25	43
432	458
247	622
58	65
377	391
198	370
293	449
304	382
160	689
358	633
55	581
487	693
528	655
402	410
474	613
244	447
369	528
265	354
140	151
33	149
277	489
64	420
41	341
264	639
49	363
366	674
19	295
447	633
504	593
477	561
291	647
51	429
434	685
197	386
104	307
553	694
422	578
188	471
480	651
202	487
337	699
85	618
38	246
176	559
221	297
496	656
408	471
83	560
16	421
286	306
336	519
646	663
149	502
379	659
378	668
388	453
238	357
259	489
308	488
424	453
331	431
52	623
186	280
44	505
303	658
166	257
58	525
166	693
410	594
106	568
282	415
317	498
44	591
44	316
178	614
3	401
381	543
134	379
46	491
460	630
260	384
60	364
536	613
368	643
78	422
326	406
86	249
286	587
403	501
107	565
212	559
179	327
464	468
214	217
413	642
111	511
111	424
357	522
31	508
375	388
250	381
267	328
69	569
100	374
651	690
202	641
180	275
219	307
280	596
44	326
145	448
362	471
592	668
251	545
162	451
651	682
194	538
152	551
75	447
43	550
103	404
386	442
73	108
190	541
413	515
170	565
27	550
6	74
187	634
110	669
361	505
651	668
38	109
306	436
164	412
132	480
315	657
157	162
163	376
101	232
152	361
488	609
51	100
95	329
110	527
578	698
269	606
186	361
238	343
209	636
360	507
15	538
39	372
48	235
59	678
14	194
69	414
178	229
87	539
281	315
10	325
211	679
23	412
72	516
672	690
325	691
291	501
172	433
382	680
134	620
252	341
271	365
1	318
620	666
299	455
410	621
336	393
193	289
60	290
116	237
295	565
166	601
233	457
127	417
301	391
154	209
227	470
106	263
210	392
142	385
164	224
2	494
11	273
256	441
72	693
98	477
113	149
194	351
595	614
31	487
48	541
353	592
92	579
339	605
523	678
5	70
10	47
19	511
166	272
100	259
394	556
433	692
5	203
166	376
336	696
59	693
327	474
580	651
377	568
6	458
47	239
390	681
468	581
343	627
440	475
31	570
558	680
416	564
57	685
94	487
229	655
5	320
355	633
240	442
103	633
277	325
268	436
105	240
397	658
493	612
182	210
148	371
57	238
286	411
274	359
504	577
99	388
440	485
154	302
40	513
461	496
353	537
212	313
438	623
425	604
298	643
24	307
446	525
150	431
9	510
487	497
189	489
78	623
291	644
182	604
627	654
133	457
402	460
170	353
73	209
403	482
359	495
59	116
414	425
31	677
53	552
505	609
131	269
217	653
350	687
21	682
309	362
237	696
543	644
269	652
184	276
9	490
247	618
535	568
220	580
168	269
360	668
101	416
321	365
100	267
136	296
208	694
608	684
311	601
445	453
320	548
95	140
344	437
11	462
407	578
190	450
151	476
